order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2024-09-12,South America,Chile,Furniture,Ergonomic Chair,2012.91,1007.66,138.63,869.02
2024-10-04,South America,Argentina,Furniture,Ergonomic Chair,6835.77,2794.25,396.88,2397.37
2025-12-16,South America,Brazil,Furniture,Ergonomic Chair,7605.41,2762.6,305.19,2457.42
2025-12-25,South America,Argentina,Furniture,Conference Table,3329.2,1281.42,113.49,1167.93
2025-10-18,South America,Chile,Furniture,Storage Cabinet,9533.57,4472.15,546.78,3925.37
2024-08-17,Asia Pacific,Australia,Technology,Business Tablet,4402.83,1834.8,296.99,1537.81
2024-09-09,Europe,Italy,Technology,Cloud Server,7441.93,2830.48,433.68,2396.8
2025-08-27,North America,Mexico,Furniture,Executive Desk,4445.17,1753.19,183.28,1569.91
2025-05-27,Europe,Germany,Office Supplies,Office Chair,7099.06,2523.71,299.88,2223.84
2025-05-24,North America,Canada,Technology,Cloud Server,1059.84,500.69,72.86,427.83
2024-01-05,Europe,United Kingdom,Furniture,Storage Cabinet,8237.92,4275.73,619.42,3656.31
2024-01-20,North America,Canada,Furniture,Ergonomic Chair,5951.49,2360.57,469.93,1890.63
2024-10-19,South America,Brazil,Furniture,Ergonomic Chair,7938.47,3219.05,311.17,2907.89
2025-10-19,Asia Pacific,Japan,Furniture,Conference Table,4191.7,1897.18,197.95,1699.23
2025-02-19,North America,United States,Furniture,Executive Desk,4870.09,2296.06,288.57,2007.49
2025-08-25,Asia Pacific,India,Technology,Cloud Server,8296.26,3415.27,600.02,2815.25
2024-03-22,Europe,France,Furniture,Storage Cabinet,7173.9,2884.6,320.0,2564.6
2025-04-16,Europe,Spain,Office Supplies,Desk Organizer,9900.96,3642.89,634.62,3008.27
2025-07-17,North America,United States,Office Supplies,Office Chair,6200.78,2373.2,482.4,1890.8
2024-04-20,North America,Canada,Furniture,Executive Desk,1579.09,724.42,66.87,657.55
2025-09-08,Asia Pacific,India,Technology,Smartphone X,2651.0,1019.1,115.57,903.53
2025-05-02,South America,Argentina,Furniture,Conference Table,9591.48,3939.92,668.8,3271.12
2024-10-15,Europe,Spain,Furniture,Ergonomic Chair,1341.8,460.06,45.03,415.03
2025-03-20,South America,Chile,Technology,Laptop Pro,1202.18,474.71,68.79,405.92
2024-04-16,South America,Brazil,Office Supplies,Premium Paper,7830.76,2762.0,356.91,2405.09
2024-06-14,Europe,France,Furniture,Storage Cabinet,8605.55,4208.84,432.08,3776.76
2025-07-11,Europe,Germany,Furniture,Executive Desk,2841.25,1134.78,220.87,913.91
2024-07-24,Asia Pacific,Australia,Office Supplies,Printer,8937.47,4378.81,361.76,4017.05
2024-07-21,Europe,Italy,Technology,Cloud Server,5872.01,2671.64,318.75,2352.88
2025-08-28,Europe,France,Furniture,Storage Cabinet,1058.23,426.06,57.17,368.89
2025-12-19,Europe,Italy,Technology,Smartphone X,8830.6,6214.6,1373.81,4840.8
2024-01-17,North America,Canada,Office Supplies,Premium Paper,2034.93,1012.81,117.58,895.22
2025-11-01,Europe,United Kingdom,Technology,Laptop Pro,1758.94,1087.22,190.32,896.9
2025-05-11,Europe,Spain,Technology,Cloud Server,5026.15,2166.54,274.14,1892.4
2024-10-28,South America,Brazil,Furniture,Executive Desk,2769.0,1252.36,94.1,1158.25
2025-10-14,South America,Argentina,Furniture,Executive Desk,6747.4,2874.16,466.4,2407.76
2024-10-20,North America,United States,Furniture,Conference Table,1630.22,611.31,52.81,558.5
2025-12-28,North America,United States,Office Supplies,Office Chair,3649.21,1550.25,230.53,1319.72
2025-11-08,North America,Canada,Technology,Cloud Server,5704.74,2675.4,267.31,2408.1
2024-11-26,North America,Mexico,Office Supplies,Printer,8987.5,3253.05,554.08,2698.97
2024-10-16,South America,Chile,Technology,Cloud Server,6045.62,2722.11,366.84,2355.26
2025-06-17,Asia Pacific,Singapore,Office Supplies,Printer,5313.49,2694.95,318.25,2376.7
2024-02-29,Europe,United Kingdom,Technology,Business Tablet,4610.52,1914.98,291.25,1623.73
2025-02-15,North America,Canada,Office Supplies,Printer,8921.87,4166.27,349.84,3816.43
2025-10-15,Europe,Italy,Technology,Cloud Server,4339.97,2743.88,501.44,2242.44
2024-01-09,South America,Brazil,Furniture,Executive Desk,1288.53,633.38,80.79,552.59
2024-10-08,Europe,France,Technology,Cloud Server,5337.82,2639.06,272.49,2366.57
2024-07-03,Asia Pacific,India,Furniture,Storage Cabinet,7891.28,2727.61,238.77,2488.84
2025-10-15,South America,Argentina,Furniture,Executive Desk,6887.0,3570.58,483.54,3087.04
2024-04-12,South America,Brazil,Furniture,Conference Table,573.22,229.72,22.7,207.02
2024-04-23,Europe,United Kingdom,Furniture,Conference Table,1830.07,656.68,68.45,588.23
2024-06-28,North America,Canada,Technology,Business Tablet,4974.9,2419.04,280.09,2138.95
2025-01-01,Asia Pacific,India,Technology,Business Tablet,1376.56,642.38,79.44,562.94
2025-04-08,Europe,France,Office Supplies,Premium Paper,7193.04,3508.43,340.6,3167.83
2024-01-31,Asia Pacific,Japan,Office Supplies,Desk Organizer,9312.63,3602.74,578.84,3023.9
2025-08-29,North America,United States,Office Supplies,Printer,1617.77,757.56,102.32,655.25
2025-05-16,Europe,Spain,Office Supplies,Office Chair,777.5,365.31,23.99,341.32
2024-03-15,Europe,United Kingdom,Technology,Business Tablet,9145.32,4145.72,425.0,3720.72
2024-11-04,Europe,Spain,Office Supplies,Office Chair,7973.11,3603.05,600.53,3002.52
2025-11-02,Asia Pacific,Australia,Office Supplies,Desk Organizer,8098.74,3380.13,600.84,2779.29
2024-05-11,Europe,France,Technology,Smartphone X,714.44,271.86,33.73,238.12
2025-07-26,Europe,France,Office Supplies,Premium Paper,6842.53,2639.83,487.16,2152.67
2025-09-27,South America,Argentina,Technology,Cloud Server,6164.48,2297.98,435.93,1862.05
2025-07-19,Asia Pacific,Australia,Office Supplies,Printer,6127.39,2538.68,419.16,2119.52
2025-07-11,Asia Pacific,Japan,Furniture,Executive Desk,8424.1,3722.67,433.81,3288.86
2025-10-14,Europe,United Kingdom,Office Supplies,Office Chair,5438.31,3596.9,781.34,2815.56
2025-02-01,Asia Pacific,Singapore,Office Supplies,Office Chair,2718.52,1255.91,132.02,1123.9
2024-02-14,Europe,Italy,Office Supplies,Office Chair,4719.51,1675.99,194.13,1481.86
2025-11-10,Europe,United Kingdom,Furniture,Executive Desk,1830.13,1165.37,235.6,929.77
2025-02-12,North America,Mexico,Furniture,Storage Cabinet,3309.73,1369.86,227.36,1142.5
2025-05-25,North America,Canada,Technology,Business Tablet,6915.47,2580.16,256.16,2324.0
2024-09-13,North America,United States,Office Supplies,Premium Paper,7784.53,3065.58,410.39,2655.19
2024-05-09,Asia Pacific,India,Furniture,Ergonomic Chair,3749.08,1841.78,187.14,1654.64
2024-04-20,Asia Pacific,Australia,Office Supplies,Desk Organizer,3176.99,1651.75,242.75,1409.01
2025-01-28,North America,Canada,Furniture,Storage Cabinet,641.99,250.43,31.1,219.32
2024-03-03,North America,United States,Technology,Smartphone X,6395.53,2626.51,383.66,2242.85
2025-01-02,North America,United States,Technology,Business Tablet,6580.34,3127.03,243.24,2883.79
2025-01-31,North America,United States,Office Supplies,Premium Paper,9160.66,3414.43,474.1,2940.33
2024-07-07,Europe,Italy,Technology,Laptop Pro,5111.04,2569.34,306.72,2262.62
2024-05-14,Europe,United Kingdom,Technology,Cloud Server,4908.1,2345.99,190.64,2155.35
2024-05-02,Asia Pacific,Japan,Furniture,Conference Table,9048.55,3600.09,366.43,3233.66
2024-01-06,South America,Brazil,Technology,Business Tablet,7639.48,3680.18,275.45,3404.74
2024-08-24,North America,Mexico,Technology,Business Tablet,5550.57,2711.77,265.95,2445.82
2024-07-08,North America,United States,Office Supplies,Premium Paper,6878.53,2518.47,404.61,2113.86
2025-10-20,North America,United States,Office Supplies,Office Chair,5149.39,2231.06,309.92,1921.14
2024-01-03,Europe,Germany,Technology,Business Tablet,4587.73,1815.49,179.89,1635.61
2024-12-14,South America,Chile,Furniture,Ergonomic Chair,7150.13,2692.71,479.05,2213.67
2024-12-28,Asia Pacific,India,Furniture,Storage Cabinet,6003.99,2810.91,449.85,2361.05
2024-08-20,Europe,United Kingdom,Office Supplies,Office Chair,1798.81,743.39,140.52,602.87
2025-10-28,South America,Argentina,Furniture,Executive Desk,3206.21,1310.0,166.9,1143.1
2024-10-21,North America,Canada,Technology,Laptop Pro,6341.92,3103.64,302.11,2801.53
2025-11-24,Europe,Germany,Furniture,Storage Cabinet,9753.33,6108.57,1009.52,5099.05
2024-06-30,South America,Chile,Office Supplies,Premium Paper,1687.71,768.87,64.14,704.73
2024-03-29,Asia Pacific,Singapore,Furniture,Executive Desk,4364.4,1646.23,288.35,1357.88
2024-03-02,North America,United States,Technology,Laptop Pro,6914.14,2903.4,423.86,2479.54
2025-11-27,South America,Brazil,Office Supplies,Desk Organizer,6509.81,2428.02,275.39,2152.63
2024-06-03,North America,Mexico,Office Supplies,Premium Paper,5621.94,2369.35,188.79,2180.56
2024-05-21,South America,Chile,Furniture,Ergonomic Chair,6647.65,2633.66,272.78,2360.88
2025-05-24,Europe,Germany,Office Supplies,Office Chair,6259.6,2259.01,200.32,2058.69
2024-09-07,South America,Argentina,Technology,Smartphone X,8800.16,3864.27,296.19,3568.08
2024-05-26,Asia Pacific,Singapore,Office Supplies,Desk Organizer,4109.9,1684.44,322.81,1361.63
2025-07-02,Asia Pacific,India,Office Supplies,Office Chair,8113.75,3421.28,382.36,3038.92
2024-03-14,Asia Pacific,Japan,Furniture,Conference Table,891.82,319.71,39.01,280.7
2024-02-01,South America,Argentina,Technology,Cloud Server,4232.73,1607.82,221.18,1386.64
2024-08-13,Asia Pacific,India,Technology,Cloud Server,2239.25,938.47,172.77,765.71
2024-08-13,North America,Canada,Office Supplies,Desk Organizer,3483.15,1648.87,211.36,1437.52
2025-02-24,Asia Pacific,Singapore,Furniture,Ergonomic Chair,6092.47,2241.39,267.67,1973.73
2025-08-14,Asia Pacific,Australia,Technology,Laptop Pro,3414.86,1501.06,156.21,1344.84
2025-02-27,North America,Mexico,Office Supplies,Printer,4139.24,2120.36,301.91,1818.46
2024-05-26,Europe,Italy,Technology,Cloud Server,8820.25,3930.4,343.69,3586.7
2024-08-24,Asia Pacific,India,Furniture,Storage Cabinet,6050.91,2399.59,388.71,2010.88
2024-10-02,North America,United States,Technology,Laptop Pro,3361.04,1657.46,211.2,1446.26
2024-01-05,North America,United States,Technology,Business Tablet,8983.31,4028.28,711.46,3316.82
2025-12-07,Europe,United Kingdom,Office Supplies,Desk Organizer,7368.88,4931.25,1118.9,3812.35
2024-10-25,Europe,Italy,Technology,Smartphone X,2686.69,1150.82,98.6,1052.23
2024-10-26,South America,Chile,Furniture,Conference Table,7854.63,3072.85,488.99,2583.86
2024-06-08,Europe,Spain,Furniture,Ergonomic Chair,3508.23,1604.67,174.48,1430.18
2025-02-13,South America,Brazil,Office Supplies,Office Chair,4366.46,1615.54,161.7,1453.84
2025-06-16,South America,Brazil,Technology,Laptop Pro,1139.95,445.08,79.44,365.64
2024-06-04,Europe,Germany,Furniture,Ergonomic Chair,5282.11,2058.16,260.86,1797.31
2024-09-16,North America,United States,Technology,Cloud Server,8566.6,3858.44,420.2,3438.24
2025-06-05,North America,Mexico,Furniture,Storage Cabinet,5238.27,2332.6,179.62,2152.98
2024-07-30,South America,Brazil,Office Supplies,Printer,6262.6,2471.53,324.05,2147.48
2025-09-05,North America,United States,Furniture,Ergonomic Chair,9213.66,3756.86,605.89,3150.98
2024-02-23,Europe,France,Technology,Business Tablet,6405.5,2877.47,222.14,2655.33
2025-07-31,North America,Canada,Technology,Laptop Pro,1235.73,592.44,55.1,537.34
2024-04-22,South America,Argentina,Furniture,Executive Desk,5638.49,2170.26,437.45,1732.81
2025-06-05,Europe,United Kingdom,Office Supplies,Premium Paper,1081.89,380.08,45.55,334.54
2024-12-22,South America,Argentina,Furniture,Ergonomic Chair,1220.55,462.03,56.77,405.27
2025-06-18,Europe,United Kingdom,Furniture,Conference Table,5034.46,2095.97,239.71,1856.27
2024-02-21,North America,United States,Furniture,Executive Desk,1479.54,646.66,113.29,533.37
2025-01-25,Asia Pacific,Singapore,Technology,Cloud Server,8487.55,3486.12,365.93,3120.2
2024-04-03,Europe,France,Office Supplies,Premium Paper,4345.59,1980.03,281.14,1698.89
2025-10-23,North America,Canada,Furniture,Executive Desk,4641.35,1725.67,258.98,1466.69
2025-02-02,South America,Chile,Office Supplies,Premium Paper,1309.28,598.37,93.39,504.98
2025-01-29,South America,Argentina,Furniture,Conference Table,6807.96,2432.2,226.59,2205.61
2024-02-12,Asia Pacific,India,Office Supplies,Office Chair,4061.78,1626.82,252.57,1374.25
2024-03-09,Asia Pacific,Singapore,Office Supplies,Desk Organizer,7203.1,3055.27,305.02,2750.25
2024-09-02,North America,Mexico,Furniture,Conference Table,3181.74,1340.01,200.36,1139.65
2024-04-06,South America,Chile,Office Supplies,Printer,5815.8,2073.29,270.51,1802.78
2024-10-01,South America,Argentina,Furniture,Storage Cabinet,6245.15,2510.19,441.78,2068.41
2024-07-26,Europe,France,Furniture,Ergonomic Chair,2442.83,1192.7,129.72,1062.98
2025-05-05,South America,Argentina,Furniture,Conference Table,2922.94,1049.32,141.91,907.41
2025-12-28,Europe,France,Office Supplies,Office Chair,8810.48,5330.01,1007.15,4322.86
2025-07-11,South America,Brazil,Technology,Cloud Server,1688.09,740.58,51.32,689.26
2025-04-12,North America,Mexico,Furniture,Conference Table,9526.24,4500.78,509.25,3991.53
2024-04-28,Europe,Spain,Office Supplies,Office Chair,3530.87,1617.25,190.8,1426.45
2025-05-31,South America,Brazil,Technology,Laptop Pro,581.89,275.48,21.72,253.77
2024-02-19,North America,Mexico,Office Supplies,Office Chair,2337.89,1065.41,127.28,938.13
2025-11-25,Europe,United Kingdom,Furniture,Storage Cabinet,8563.28,5758.02,1245.47,4512.55
2025-12-29,South America,Brazil,Furniture,Storage Cabinet,1529.2,634.94,92.51,542.43
2024-12-24,South America,Argentina,Office Supplies,Desk Organizer,3311.96,1514.43,219.16,1295.27
2025-01-21,North America,United States,Office Supplies,Printer,652.74,287.59,31.55,256.04
2024-06-14,Asia Pacific,Japan,Furniture,Storage Cabinet,6980.43,2957.58,481.77,2475.81
2025-10-01,North America,Mexico,Technology,Smartphone X,8458.99,3848.25,575.31,3272.94
2024-09-06,Europe,Italy,Technology,Business Tablet,7086.15,2932.95,298.77,2634.18
2024-02-21,Europe,United Kingdom,Office Supplies,Premium Paper,1284.85,608.45,40.93,567.52
2025-12-19,Europe,Germany,Technology,Cloud Server,7233.97,4232.12,737.59,3494.54
2025-02-14,Asia Pacific,Japan,Furniture,Ergonomic Chair,8524.61,4231.22,510.57,3720.65
2025-07-23,North America,United States,Office Supplies,Printer,5322.2,2421.43,254.98,2166.45
2024-04-01,North America,United States,Office Supplies,Desk Organizer,4983.94,1775.78,212.35,1563.43
2024-09-05,South America,Chile,Office Supplies,Printer,6948.4,2597.3,262.57,2334.73
2024-07-31,Europe,Italy,Furniture,Conference Table,8264.22,3383.32,398.69,2984.62
2025-06-14,North America,Canada,Office Supplies,Printer,3006.76,1528.72,225.75,1302.97
2025-05-25,North America,Canada,Technology,Laptop Pro,8203.02,3856.34,547.4,3308.94
2025-11-04,North America,United States,Furniture,Storage Cabinet,6808.67,2561.97,431.17,2130.8
2025-01-21,Europe,United Kingdom,Technology,Laptop Pro,5815.04,2274.33,235.06,2039.27
2024-05-26,South America,Brazil,Office Supplies,Office Chair,7431.51,3691.01,481.59,3209.42
2024-07-21,North America,Canada,Office Supplies,Office Chair,4123.2,1973.14,295.35,1677.79
2024-07-24,Europe,Germany,Technology,Laptop Pro,7362.63,3274.28,414.64,2859.65
2025-09-01,North America,United States,Furniture,Storage Cabinet,5449.89,2613.47,384.09,2229.37
2024-11-13,Europe,France,Furniture,Conference Table,3691.26,1757.04,122.64,1634.4
2025-07-10,North America,Mexico,Furniture,Executive Desk,6405.56,2630.7,487.93,2142.77
2025-12-24,North America,Mexico,Office Supplies,Desk Organizer,4534.63,1755.99,230.7,1525.3
2024-06-23,Europe,Spain,Technology,Smartphone X,9857.93,4461.81,507.23,3954.58
2024-03-09,Asia Pacific,Australia,Office Supplies,Printer,7806.48,3908.01,574.48,3333.53
2024-08-13,Europe,Germany,Technology,Business Tablet,6968.37,3524.24,444.0,3080.24
2024-09-07,Europe,Spain,Office Supplies,Desk Organizer,9333.75,4215.46,568.77,3646.69
2024-10-24,North America,United States,Furniture,Executive Desk,7596.46,2826.64,388.25,2438.38
2024-08-26,South America,Argentina,Furniture,Ergonomic Chair,6652.57,2985.76,234.12,2751.64
2025-05-12,South America,Argentina,Furniture,Executive Desk,5336.33,2376.24,392.15,1984.09
2024-05-08,North America,Canada,Technology,Cloud Server,5675.1,2833.27,359.45,2473.82
2024-01-26,Europe,Italy,Furniture,Conference Table,4868.96,2044.15,290.22,1753.93
2024-07-07,South America,Argentina,Office Supplies,Desk Organizer,5389.87,2340.44,164.71,2175.73
2025-12-17,North America,Canada,Furniture,Storage Cabinet,1313.44,564.95,93.06,471.89
2024-06-22,North America,Mexico,Furniture,Executive Desk,4906.1,2105.74,206.51,1899.23
2024-11-21,Europe,France,Office Supplies,Printer,6413.63,2627.38,241.25,2386.13
2024-11-26,South America,Argentina,Office Supplies,Premium Paper,5715.92,2206.61,330.68,1875.93
2025-06-28,Europe,United Kingdom,Technology,Laptop Pro,9225.33,4480.96,410.95,4070.02
2025-03-27,Europe,Italy,Office Supplies,Desk Organizer,5738.64,2076.06,192.24,1883.83
2024-05-22,Asia Pacific,Singapore,Office Supplies,Premium Paper,5576.64,2390.28,348.06,2042.22
2024-11-11,South America,Brazil,Technology,Business Tablet,7851.74,2833.13,472.47,2360.66
2024-09-25,Asia Pacific,Japan,Furniture,Storage Cabinet,5831.19,2803.8,276.86,2526.94
2025-04-19,Europe,France,Furniture,Executive Desk,7852.44,3292.91,242.65,3050.26
2024-04-14,North America,Canada,Furniture,Executive Desk,1106.17,495.41,79.4,416.0
2024-02-06,South America,Argentina,Technology,Laptop Pro,4314.25,1914.24,203.77,1710.47
2024-07-04,North America,United States,Technology,Cloud Server,6244.92,3027.7,385.31,2642.39
2024-01-17,South America,Brazil,Technology,Laptop Pro,7933.36,3288.77,315.58,2973.2
2024-05-19,Asia Pacific,Japan,Office Supplies,Desk Organizer,1819.48,844.19,106.82,737.37
2025-01-07,North America,Canada,Furniture,Ergonomic Chair,9944.35,4484.15,460.74,4023.41
2025-12-07,Europe,United Kingdom,Office Supplies,Desk Organizer,9487.35,6332.04,1391.02,4941.02
2025-05-22,Asia Pacific,India,Furniture,Storage Cabinet,5656.13,2343.65,228.59,2115.06
2025-10-23,Asia Pacific,Australia,Office Supplies,Office Chair,2916.67,1320.43,128.43,1191.99
2025-11-02,South America,Chile,Furniture,Storage Cabinet,3862.39,1819.31,154.23,1665.08
2024-10-01,North America,Canada,Furniture,Conference Table,6782.83,3403.42,425.59,2977.83
2025-03-15,North America,Canada,Office Supplies,Office Chair,4624.68,1867.13,208.04,1659.08
2024-11-16,North America,United States,Technology,Cloud Server,4991.24,2040.96,150.88,1890.08
2025-06-04,Asia Pacific,Japan,Technology,Cloud Server,7828.81,3385.45,320.37,3065.08
2025-10-26,Asia Pacific,Australia,Technology,Cloud Server,9969.76,4754.6,731.04,4023.56
2024-02-02,Asia Pacific,India,Furniture,Ergonomic Chair,3531.71,1372.64,281.57,1091.07
2024-02-02,North America,Mexico,Office Supplies,Desk Organizer,4903.07,2158.98,149.1,2009.88
2025-04-13,North America,Canada,Technology,Smartphone X,5887.87,2690.07,308.18,2381.89
2025-05-16,North America,Mexico,Office Supplies,Printer,6531.89,3276.79,413.78,2863.01
